collection_name,collection_location,curator_name,curator_organization,curator_email,collector_name,collector_email,collector_organization,bibliographical_reference,associated_datasets,site_name,site_datum,pro_coord_est,site_country,site_state,site_county,site_city_township,site_lat_min,site_lat_max,site_long_min,site_long_max,plot_name,pro_name,pro_igsn,pro_lat,pro_long,pro_elevation,pro_obs_date_y,pro_treatment,pro_collection_method,pro_chrono_name,pro_soil_age,pro_usda_soil_order,pro_soil_series,pro_soil_taxon,pro_soil_taxon_sys,pro_land_cover,pro_bedrock_depth,pro_parent_material,pro_parent_chem,pro_aspect,pro_aspect_deg,pro_slope,pro_drainage_class,pro_depth_water,pro_top_t,pro_bot_t,lyr_name,lyr_igsn,sample_location,sample_box,lyr_top,lyr_bot,lyr_type,lyr_mass,lyr_hzn
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6A,IEESB00OL,13.1544081,-59.6203801,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,72,C2_65-72,IEESB00PA,DB0217,Barbados_2,65,72,bulk soil,161.66,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6B,IEESB00OM,13.173263,-59.6196086,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,A_0-5,IEESB00PB,DB0217,Barbados_3,0,5,<2mm-ground,5.09,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6B,IEESB00OM,13.173263,-59.6196086,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,Bw3_39-44,IEESB00PF,DB0217,Barbados_3,39,44,<2mm-ground,2.53,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6B,IEESB00OM,13.173263,-59.6196086,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,A_0-5,IEESB00PB,DB0217,Barbados_2,0,5,bulk soil,191.83,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6B,IEESB00OM,13.173263,-59.6196086,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,AB_5-15,IEESB00PC,DB0217,Barbados_2,5,15,bulk soil,193.95,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6B,IEESB00OM,13.173263,-59.6196086,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,Bw1_15-19,IEESB00PD,DB0217,Barbados_2,15,19,bulk soil,224.45,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6B,IEESB00OM,13.173263,-59.6196086,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,Bw2_19-39,IEESB00PE,DB0217,Barbados_2,19,39,bulk soil,192.05,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Husbands,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1544081,13.173263,-59.6203801,-59.6196086,NA,6B,IEESB00OM,13.173263,-59.6196086,107,2001,control,soil pit,NA,320,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,Bw3_39-44,IEESB00PF,DB0217,Barbados_2,39,44,bulk soil,0,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,A_0-4,IEESB00PG,DB0217,Barbados_3,0,4,<2mm-ground,5.9,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,AB_4-15,IEESB00PH,DB0217,Barbados_3,4,15,<2mm-ground,10.76,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,Bw_15-35,IEESB00PI,DB0217,Barbados_3,15,35,<2mm-ground,6.09,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,BC_35-55,IEESB00PJ,DB0217,Barbados_3,35,55,<2mm-ground,8.62,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,A_0-4,IEESB00PG,DB0217,Barbados_1,0,4,bulk soil,166.74,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,AB_4-15,IEESB00PH,DB0217,Barbados_1,4,15,bulk soil,168.03,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,Bw_15-35,IEESB00PI,DB0217,Barbados_1,15,35,bulk soil,192.62,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5A,IEESB00ON,13.1736386,-59.624546,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,BC_35-55,IEESB00PJ,DB0217,Barbados_1,35,55,bulk soil,145.1,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5B,IEESB00OO,13.1670283,-59.6260118,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,BA_21-29,IEESB00PL,DB0217,Barbados_3,21,29,<2mm-ground,5.52,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5B,IEESB00OO,13.1670283,-59.6260118,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,A_0-21,IEESB00PK,DB0217,Barbados_1,0,21,bulk soil,155.51,NA
Barbados_2001,USGS-Denver,Corey Lawrence,USGS,clawrence@usgs.gov,Daniel Muhs,dmuhs@usgs.gov,USGS,https://doi.org/10.1006/qres.2001.2237,NA,Thorpe,WGS84,Yes,Barbados,St. James,St. James,Holetown,13.1670283,13.1736386,-59.6260118,-59.624546,NA,5B,IEESB00OO,13.1670283,-59.6260118,94,2001,control,soil pit,NA,220,Mollisol,NA,Typic Haplustert,USDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,BA_21-29,IEESB00PL,DB0217,Barbados_1,21,29,bulk soil,102.06,NA
